"","binomial","id_no","kingdom","phylum","class","order_","family","genus","category","binomialul","area","mainlandarea"
"1485","Eptesicus floweri","7926","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_floweri",1474708.13705985,1474708.13705985
"1486","Eptesicus furinalis","7927","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_furinalis",16292708.0338383,16273291.9490429
"1487","Eptesicus fuscus","7928","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_fuscus",12789248.092361,12579427.1577449
"1488","Eptesicus gobiensis","41531","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_gobiensis",3883901.25222121,3883901.25222121
"1489","Eptesicus guadeloupensis","7929","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","EN","Eptesicus_guadeloupensis",1468.68841670116,0
"1490","Eptesicus hottentotus","7931","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_hottentotus",2853241.80068253,2853204.6301692
"1491","Eptesicus innoxius","7932","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","NT","Eptesicus_innoxius",167224.006207702,165427.589568353
"1492","Eptesicus isabellinus","85200107","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_isabellinus",851997.502917779,850096.617503141
"1493","Eptesicus japonensis","136823","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","VU","Eptesicus_japonensis",1460.46871056548,0
"1494","Eptesicus kobayashii","7933","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD","Eptesicus_kobayashii",1214.29206800666,1214.29206800666
"1495","Eptesicus lobatus","85200388","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD","Eptesicus_lobatus",26893.525263751,26893.525263751
"1496","Eptesicus nilssonii","7910","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_nilssonii",10473774.1003849,10301676.4605314
"1497","Eptesicus pachyomus","85200202","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_pachyomus",5433467.66613984,5393286.20869609
"1498","Eptesicus pachyotis","7936","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_pachyotis",1205037.52849973,1205037.52849973
"1499","Eptesicus platyops","7937","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD","Eptesicus_platyops",310.799190992408,310.79297412948
"1500","Eptesicus serotinus","85199559","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","Eptesicus_serotinus",10574421.9526993,10330378.026957
"1501","Eptesicus taddeii","88151044","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD","Eptesicus_taddeii",50563.5234912328,50563.5234912328
"1502","Eptesicus tatei","7942","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","DD","Eptesicus_tatei",1128.00171783625,1128.00171783625
"1503","Equus africanus","7949","ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","CR","Equus_africanus",67426.8566590503,67376.0517018467
"1504","Equus grevyi","7950","ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","EN","Equus_grevyi",89740.217973478,89740.217973478
"1505","Equus hemionus","7951","ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","NT","Equus_hemionus",348627.694622451,348563.756708745
"1506","Equus kiang","7953","ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","LC","Equus_kiang",1785558.32389607,1785558.32389607
"1507","Equus quagga","41013","ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","NT","Equus_quagga",2314209.97650396,2314038.51993895
"1508","Equus zebra","7960","ANIMALIA","CHORDATA","MAMMALIA","PERISSODACTYLA","EQUIDAE","Equus","VU","Equus_zebra",321622.169663475,321404.345591251
"1509","Eremitalpa granti","7994","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Eremitalpa","LC","Eremitalpa_granti",50294.0622122991,50109.2565118434
"1510","Eremodipus lichtensteini","7995","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Eremodipus","LC","Eremodipus_lichtensteini",559492.755309874,558736.331130426
"1511","Eremoryzomys polius","15609","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Eremoryzomys","DD","Eremoryzomys_polius",30558.7256615251,30558.7256615251
"1512","Erethizon dorsatum","8004","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Erethizon","LC","Erethizon_dorsatum",12063228.0630142,12053619.6555744
"1513","Erinaceus amurensis","40604","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Erinaceus","LC","Erinaceus_amurensis",4254779.30922128,4245759.60959678
"1514","Erinaceus concolor","40605","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Erinaceus","LC","Erinaceus_concolor",1346308.199078,1343090.19917549
"1515","Erinaceus europaeus","29650","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Erinaceus","LC","Erinaceus_europaeus",3806864.2887176,3381420.92314828
"1516","Erinaceus roumanicus","136344","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","ERINACEIDAE","Erinaceus","LC","Erinaceus_roumanicus",6029711.83827528,5984803.90152612
"1517","Eropeplus canus","8032","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Eropeplus","VU","Eropeplus_canus",12606.8959443541,0
"1518","Erophylla bombifrons","136247","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Erophylla","LC","Erophylla_bombifrons",82891.9487142654,0
"1519","Erophylla sezekorni","8033","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Erophylla","LC","Erophylla_sezekorni",122945.383764013,0
"1520","Erythrocebus baumstarki","92252436","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Erythrocebus","CR","Erythrocebus_baumstarki",14175.3368114696,14175.3368114696
"1521","Erythrocebus patas","174391079","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Erythrocebus","NT","Erythrocebus_patas",6604128.32907697,6604087.83122188
"1522","Euchoreutes naso","8162","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Euchoreutes","LC","Euchoreutes_naso",1674821.33992311,1674821.33992311
"1523","Euderma maculatum","8166","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Euderma","LC","Euderma_maculatum",2104986.07435369,2104986.07435369
"1524","Eudiscoderma thongareeae","80263386","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MEGADERMATIDAE","Eudiscoderma","CR","Eudiscoderma_thongareeae",0.031234200544517,0.0312342005445175
"1525","Eudiscopus denticulus","8168","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eudiscopus","LC","Eudiscopus_denticulus",5126.25145280773,5126.25145280773
"1526","Eudorcas albonotata","8992","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Eudorcas","LC","Eudorcas_albonotata",128521.800811001,128521.800811001
"1527","Eudorcas rufifrons","8973","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Eudorcas","VU","Eudorcas_rufifrons",2198020.73362182,2197984.65594846
"1528","Eudorcas thomsonii","8982","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Eudorcas","LC","Eudorcas_thomsonii",157281.782270382,157281.782270382
"1529","Eudorcas tilonura","8991","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Eudorcas","EN","Eudorcas_tilonura",93843.8517416964,93843.8517416964
"1530","Eulemur albifrons","8204","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","VU","Eulemur_albifrons",19643.1873838682,0
"1531","Eulemur cinereiceps","8205","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","CR","Eulemur_cinereiceps",1817.0183735799,0
"1532","Eulemur collaris","8206","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","EN","Eulemur_collaris",8156.84903797813,0
"1533","Eulemur coronatus","8199","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","EN","Eulemur_coronatus",6521.70200733087,0
"1534","Eulemur flavifrons","8211","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","CR","Eulemur_flavifrons",2450.84327393782,0
"1535","Eulemur fulvus","8207","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","VU","Eulemur_fulvus",48582.6910401916,0
"1536","Eulemur macaco","8212","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","EN","Eulemur_macaco",7963.78208536731,0
"1537","Eulemur mongoz","8202","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","CR","Eulemur_mongoz",6404.68597867645,0
"1538","Eulemur rubriventer","8203","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","VU","Eulemur_rubriventer",51229.1563153513,0
"1539","Eulemur rufifrons","136269","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","VU","Eulemur_rufifrons",32696.595616879,0
"1540","Eulemur rufus","8209","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","VU","Eulemur_rufus",37372.7454834858,0
"1541","Eulemur sanfordi","8210","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","LEMURIDAE","Eulemur","EN","Eulemur_sanfordi",3830.38735320845,0
"1542","Eumops auripendulus","8241","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_auripendulus",14106769.8985749,14075636.3826418
"1543","Eumops bonariensis","87993837","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_bonariensis",1161090.37436133,1160256.26473903
"1544","Eumops dabbenei","8243","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_dabbenei",2407709.82291435,2406376.37163132
"1545","Eumops delticus","87993965","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","DD","Eumops_delticus",3032850.1851638,3028335.07136427
"1546","Eumops ferox","87994072","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_ferox",1127306.96238604,1009977.2779368
"1547","Eumops floridanus","136433","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","VU","Eumops_floridanus",999.178872430613,966.005098829664
"1548","Eumops glaucinus","87994083","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_glaucinus",8971227.62255131,8969529.68752291
"1549","Eumops hansae","8245","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_hansae",6416223.23546482,6413532.21789019
"1550","Eumops maurus","8246","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","DD","Eumops_maurus",1223598.05067983,1222963.84764817
"1551","Eumops nanus","87994060","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_nanus",48740.6880220884,47342.0869954345
"1552","Eumops patagonicus","136825","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_patagonicus",1535787.62029929,1535737.65242256
"1553","Eumops perotis","8247","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_perotis",11695739.9606122,11686144.3399914
"1554","Eumops trumbulli","136809","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_trumbulli",4744456.77187093,4742704.99490287
"1555","Eumops underwoodi","8248","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","LC","Eumops_underwoodi",955823.887251886,950602.53089267
"1556","Eumops wilsoni","87993523","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Eumops","DD","Eumops_wilsoni",751.103886027875,656.233338360167
"1557","Euneomys chinchilloides","8256","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euneomys","DD","Euneomys_chinchilloides",52427.188978964,0
"1558","Euneomys fossor","136261","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euneomys","DD","Euneomys_fossor",32631.0966435796,32631.0966435796
"1559","Euneomys mordax","8257","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euneomys","LC","Euneomys_mordax",52358.5008064163,52358.5008064163
"1560","Euneomys petersoni","8258","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euneomys","LC","Euneomys_petersoni",591127.075773216,590379.389469415
"1561","Euoticus elegantulus","8265","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","GALAGIDAE","Euoticus","LC","Euoticus_elegantulus",782197.191940405,781827.675703761
"1562","Euoticus pallidus","8266","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","GALAGIDAE","Euoticus","NT","Euoticus_pallidus",95102.992163253,93257.1747653749
"1563","Eupetaurus cinereus","8269","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Eupetaurus","EN","Eupetaurus_cinereus",32782.5593728849,32782.5593728849
"1564","Euphractus sexcinctus","8306","ANIMALIA","CHORDATA","MAMMALIA","CINGULATA","CHLAMYPHORIDAE","Euphractus","LC","Euphractus_sexcinctus",7716332.83315475,7709540.25826557
"1565","Eupleres goudotii","68336601","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","EUPLERIDAE","Eupleres","VU","Eupleres_goudotii",83230.6294405283,0
"1566","Eupleres major","39547","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","EUPLERIDAE","Eupleres","EN","Eupleres_major",22368.1525212278,0
"1567","Euroscaptor grandis","41459","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Euroscaptor","LC","Euroscaptor_grandis",114257.542072903,114257.542072903
"1568","Euroscaptor klossi","41460","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Euroscaptor","LC","Euroscaptor_klossi",668552.747179501,668552.044743263
"1569","Euroscaptor longirostris","41461","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Euroscaptor","LC","Euroscaptor_longirostris",267778.545384185,267713.834662408
"1570","Euroscaptor micrura","41462","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Euroscaptor","LC","Euroscaptor_micrura",38881.7146659174,38881.7146659174
"1571","Euroscaptor mizura","8385","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Euroscaptor","LC","Euroscaptor_mizura",15898.0368696984,0
"1572","Euroscaptor parvidens","8386","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Euroscaptor","DD","Euroscaptor_parvidens",4751.09269100186,4751.09269100186
"1573","Euroscaptor subanura","45955241","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Euroscaptor","DD","Euroscaptor_subanura",19096.9721342599,19096.9721342599
"1574","Euryoryzomys emmonsae","29402","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euryoryzomys","DD","Euryoryzomys_emmonsae",614909.414812684,614909.414812684
"1575","Euryoryzomys lamia","15602","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euryoryzomys","VU","Euryoryzomys_lamia",151731.9529928,151731.9529928
"1576","Euryoryzomys legatus","15603","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euryoryzomys","LC","Euryoryzomys_legatus",64154.9075139348,64154.9075139348
"1577","Euryoryzomys macconnelli","15605","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euryoryzomys","LC","Euryoryzomys_macconnelli",4294868.37829219,4292426.92713189
"1578","Euryoryzomys nitidus","15607","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euryoryzomys","LC","Euryoryzomys_nitidus",1303446.65998619,1303446.65998619
"1579","Euryoryzomys russatus","29405","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Euryoryzomys","LC","Euryoryzomys_russatus",1009408.81994921,1007647.73218222
"1580","Euryzygomatomys spinosus","8418","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Euryzygomatomys","LC","Euryzygomatomys_spinosus",807543.660643237,806740.410906291
"1581","Eutamias sibiricus","21360","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Eutamias","LC","Eutamias_sibiricus",14495681.0388082,14336886.1248541
"1582","Exilisciurus concinnus","8436","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Exilisciurus","LC","Exilisciurus_concinnus",120457.565770561,0
"1583","Exilisciurus exilis","8437","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Exilisciurus","DD","Exilisciurus_exilis",692681.054216501,0
"1584","Exilisciurus whiteheadi","8438","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Exilisciurus","LC","Exilisciurus_whiteheadi",155450.152639498,0
"1585","Falsistrellus mackenziei","17348","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Falsistrellus","NT","Falsistrellus_mackenziei",24586.8014950677,24553.8974085694
"1586","Falsistrellus mordax","17351","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Falsistrellus","DD","Falsistrellus_mordax",126420.496691686,465.193557024668
"1587","Falsistrellus petersi","17359","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Falsistrellus","DD","Falsistrellus_petersi",28175.7250343184,0
"1588","Falsistrellus tasmaniensis","17367","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Falsistrellus","LC","Falsistrellus_tasmaniensis",386354.106623843,343970.345314677
"1589","Felis bieti","8539","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","VU","Felis_bieti",620432.917043101,620432.917043101
"1590","Felis chaus","8540","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","Felis_chaus",7005900.79616459,6955079.21239533
"1591","Felis margarita","8541","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","Felis_margarita",3513554.5957803,3512668.49443614
"1592","Felis nigripes","8542","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","VU","Felis_nigripes",1948137.93009527,1948102.48676947
"1593","Felis silvestris","60354712","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","Felis_silvestris",29179625.7723714,29006106.6047379
"1594","Felovia vae","8548","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CTENODACTYLIDAE","Felovia","LC","Felovia_vae",183984.780530961,183984.780530961
"1595","Feroculus feroculus","8553","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Feroculus","EN","Feroculus_feroculus",2647.26610512413,374.668243527005
"1596","Fossa fossana","8668","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","EUPLERIDAE","Fossa","VU","Fossa_fossana",91103.5911472649,0
"1597","Fukomys anselli","44858","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","LC","Fukomys_anselli",23328.5471049669,23328.5471049669
"1598","Fukomys bocagei","5752","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","LC","Fukomys_bocagei",721380.664399151,721319.133725784
"1599","Fukomys damarensis","5753","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","LC","Fukomys_damarensis",1001541.03460844,1001541.03460844
"1600","Fukomys darlingi","44860","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","LC","Fukomys_darlingi",183597.387109378,183590.186702981
"1601","Fukomys foxi","5754","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","DD","Fukomys_foxi",13261.422930996,13261.422930996
"1602","Fukomys ilariae","48295791","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","DD","Fukomys_ilariae",10.6629386795657,10.6629386795657
"1603","Fukomys kafuensis","44861","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","VU","Fukomys_kafuensis",7448.8318944954,7448.8318944954
"1604","Fukomys mechowii","5756","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","LC","Fukomys_mechowii",1434707.26931612,1434707.26931612
"1605","Fukomys ochraceocinereus","5757","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","LC","Fukomys_ochraceocinereus",782750.285732024,782750.285732024
"1606","Fukomys vandewoestijneae","48294834","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","DD","Fukomys_vandewoestijneae",1902.8120945653,1902.8120948052
"1607","Fukomys zechi","5751","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","BATHYERGIDAE","Fukomys","LC","Fukomys_zechi",22498.4798712847,22498.4798712847
"1608","Funambulus layardi","8700","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Funambulus","VU","Funambulus_layardi",1276.82604632294,0
"1609","Funambulus obscurus","88814157","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Funambulus","VU","Funambulus_obscurus",2514.50067000627,0
"1610","Funambulus palmarum","8701","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Funambulus","LC","Funambulus_palmarum",1263136.90367211,1195744.81444104
"1611","Funambulus pennantii","8702","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Funambulus","LC","Funambulus_pennantii",2908289.19779057,2896052.65846335
"1612","Funambulus sublineatus","88813572","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Funambulus","VU","Funambulus_sublineatus",21379.1143343974,21379.1143343974
