"","binomial","id_no","kingdom","phylum","class","order_","family","genus","category","binomialul","area","mainlandarea"
"5115","Taeromys celebensis","21330","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taeromys","LC","Taeromys_celebensis",86669.8657737257,0
"5116","Taeromys hamatus","21331","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taeromys","DD","Taeromys_hamatus",13818.2669584464,0
"5117","Taeromys microbullatus","136654","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taeromys","DD","Taeromys_microbullatus",395.545103109567,0
"5118","Taeromys punicans","21332","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taeromys","DD","Taeromys_punicans",1646.21389051446,0
"5119","Taeromys taerae","21333","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taeromys","VU","Taeromys_taerae",4355.20729777164,0
"5120","Talpa altaica","41478","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_altaica",3199817.5388479,3199817.5388479
"5121","Talpa caeca","41479","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_caeca",243456.189899148,242264.178332374
"5122","Talpa caucasica","41480","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_caucasica",113299.534893683,113149.765637791
"5123","Talpa davidiana","135458","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","DD","Talpa_davidiana",120449.091467825,120449.091467825
"5124","Talpa europaea","41481","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_europaea",6445350.83142007,6193420.50994665
"5125","Talpa levantis","41482","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_levantis",584619.186932422,582812.573181045
"5126","Talpa occidentalis","41483","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_occidentalis",476374.125594785,475748.163718454
"5127","Talpa romana","41484","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_romana",98028.9107438318,97683.7710859962
"5128","Talpa stankovici","41485","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","TALPIDAE","Talpa","LC","Talpa_stankovici",51887.3345343138,51271.7505778123
"5129","Tamandua mexicana","21349","ANIMALIA","CHORDATA","MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","LC","Tamandua_mexicana",1495856.0497116,1484990.90442698
"5130","Tamandua tetradactyla","21350","ANIMALIA","CHORDATA","MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","LC","Tamandua_tetradactyla",12732832.0245876,12719851.2501516
"5131","Tamias striatus","42583","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamias","LC","Tamias_striatus",4197616.71153207,4188605.18161456
"5132","Tamiasciurus douglasii","42586","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamiasciurus","LC","Tamiasciurus_douglasii",510560.416487668,509464.715099719
"5133","Tamiasciurus hudsonicus","42587","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamiasciurus","LC","Tamiasciurus_hudsonicus",10363663.5198585,10318623.723274
"5134","Tamiasciurus mearnsi","21378","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamiasciurus","EN","Tamiasciurus_mearnsi",689.346648533755,689.346648533755
"5135","Tamiops macclellandii","21379","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamiops","LC","Tamiops_macclellandii",1464987.45819659,1463618.74931209
"5136","Tamiops maritimus","21380","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamiops","LC","Tamiops_maritimus",1718636.15441069,1647752.94457922
"5137","Tamiops rodolphii","21381","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamiops","LC","Tamiops_rodolphii",590763.667712123,590155.018252352
"5138","Tamiops swinhoei","21382","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Tamiops","LC","Tamiops_swinhoei",869533.076618952,869533.076618952
"5139","Tanyuromys aphrastus","20222","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Tanyuromys","DD","Tanyuromys_aphrastus",36850.4688684505,36523.1169713329
"5140","Tapecomys primus","136772","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Tapecomys","LC","Tapecomys_primus",2330.95167428661,2330.95167428661
"5141","Taphozous achates","21453","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","DD","Taphozous_achates",38175.5841372217,0
"5142","Taphozous australis","21452","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","NT","Taphozous_australis",38340.920362055,36133.7459164068
"5143","Taphozous georgianus","21454","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_georgianus",1198755.15268911,1191681.63045867
"5144","Taphozous hamiltoni","21455","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","DD","Taphozous_hamiltoni",56082.2674640055,56082.2674640055
"5145","Taphozous hildegardeae","21456","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","EN","Taphozous_hildegardeae",44478.9174227207,41937.5721405025
"5146","Taphozous hilli","21457","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_hilli",1411632.65024198,1411632.65024198
"5147","Taphozous kapalgensis","21458","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_kapalgensis",97559.2521616713,96673.260720431
"5148","Taphozous longimanus","21459","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_longimanus",4903146.14634227,3510840.27672036
"5149","Taphozous mauritianus","21460","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_mauritianus",8853009.38361474,8334387.31849537
"5150","Taphozous melanopogon","21461","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_melanopogon",5670373.4991269,3934507.86426957
"5151","Taphozous nudiventris","21462","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_nudiventris",1206353.70849563,1201227.50097153
"5152","Taphozous perforatus","21463","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_perforatus",2114774.55016539,2102550.49466776
"5153","Taphozous theobaldi","21465","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_theobaldi",1042380.03886312,1034066.39178745
"5154","Taphozous troughtoni","21466","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Taphozous","LC","Taphozous_troughtoni",741835.349616574,741458.195922032
"5155","Tarsipes rostratus","40583","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","TARSIPEDIDAE","Tarsipes","LC","Tarsipes_rostratus",236675.496688704,235869.0671946
"5156","Tarsius bancanus","21488","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","VU","Tarsius_bancanus",847617.217575693,0
"5157","Tarsius dentatus","21489","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","VU","Tarsius_dentatus",35043.1506336428,0
"5158","Tarsius lariang","136319","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","DD","Tarsius_lariang",3641.54253224642,0
"5159","Tarsius pelengensis","21494","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","EN","Tarsius_pelengensis",2349.14785470086,0
"5160","Tarsius pumilus","21490","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","DD","Tarsius_pumilus",25811.7483829705,0
"5161","Tarsius sangirensis","21493","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","EN","Tarsius_sangirensis",556.365210425027,0
"5162","Tarsius syrichta","21492","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","NT","Tarsius_syrichta",120066.870677005,0
"5163","Tarsius tarsier","21491","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","VU","Tarsius_tarsier",142139.369795498,0
"5164","Tarsius tumpara","179234","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","CR","Tarsius_tumpara",115.181530830202,0
"5165","Tarsius wallacei","195277","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","TARSIIDAE","Tarsius","DD","Tarsius_wallacei",5455.96617052775,0
"5166","Tarsomys apoensis","21495","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Tarsomys","LC","Tarsomys_apoensis",4440.28582442149,0
"5167","Tarsomys echinatus","21496","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Tarsomys","VU","Tarsomys_echinatus",467.942747465366,0
"5168","Tateomys macrocercus","21507","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Tateomys","DD","Tateomys_macrocercus",964.379172219856,0
"5169","Tateomys rhinogradoides","21508","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Tateomys","DD","Tateomys_rhinogradoides",2159.53041897134,0
"5170","Tatera indica","21514","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Tatera","LC","Tatera_indica",4786124.7270175,4705522.78747676
"5171","Taterillus arenarius","21521","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_arenarius",402966.823346482,402945.267388854
"5172","Taterillus congicus","21522","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_congicus",1317164.84682174,1317164.84682174
"5173","Taterillus emini","21523","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_emini",3860531.18966975,3859779.6032113
"5174","Taterillus gracilis","21524","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_gracilis",2210732.88609024,2210354.73159671
"5175","Taterillus lacustris","21526","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_lacustris",39538.9309905649,39538.9309905649
"5176","Taterillus petteri","21527","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_petteri",178975.980386472,178975.980386472
"5177","Taterillus pygargus","21528","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_pygargus",365303.21661938,364926.162113175
"5178","Taterillus tranieri","45077","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Taterillus","LC","Taterillus_tranieri",93503.585893194,93503.585893194
"5179","Taxidea taxus","41663","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","Taxidea","LC","Taxidea_taxus",8851818.09633065,8848578.65187929
"5180","Tayassu pecari","41778","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","TAYASSUIDAE","Tayassu","VU","Tayassu_pecari",11307592.5802442,11298979.0703778
"5181","Tenrec ecaudatus","40595","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","TENRECIDAE","Tenrec","LC","Tenrec_ecaudatus",590834.299525909,0
"5182","Tetracerus quadricornis","21661","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Tetracerus","VU","Tetracerus_quadricornis",2063086.53725376,2061893.01285811
"5183","Thallomys loringi","21690","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Thallomys","LC","Thallomys_loringi",56457.5514979593,56457.5514979593
"5184","Thallomys nigricauda","21691","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Thallomys","LC","Thallomys_nigricauda",1214564.26394374,1214450.71184959
"5185","Thallomys paedulcus","21692","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Thallomys","LC","Thallomys_paedulcus",5096542.57254065,5094866.00452547
"5186","Thallomys shortridgei","21693","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Thallomys","DD","Thallomys_shortridgei",33884.2323009756,33884.2323009756
"5187","Thalpomys cerradensis","21694","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thalpomys","LC","Thalpomys_cerradensis",488719.396919068,488719.396919068
"5188","Thalpomys lasiotis","21695","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thalpomys","LC","Thalpomys_lasiotis",555211.184594293,555211.184594293
"5189","Thamnomys kempi","21703","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Thamnomys","VU","Thamnomys_kempi",5110.78596788641,5110.78596788641
"5190","Thamnomys schoutedeni","45078","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Thamnomys","DD","Thamnomys_schoutedeni",848.537948402099,848.537948402099
"5191","Thamnomys venustus","21702","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Thamnomys","LC","Thamnomys_venustus",10760.9233554228,10760.9233554228
"5192","Thaptomys nigrita","750","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thaptomys","LC","Thaptomys_nigrita",1057629.59026096,1055970.33839893
"5193","Theropithecus gelada","21744","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Theropithecus","LC","Theropithecus_gelada",103851.757022757,103851.757022757
"5194","Thomasomys andersoni","46675319","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_andersoni",38248.8877180236,38248.8877180236
"5195","Thomasomys apeco","136667","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_apeco",1276.75184021924,1276.75184021924
"5196","Thomasomys aureus","96801180","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_aureus",557724.6198403,557724.6198403
"5197","Thomasomys auricularis","96790651","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_auricularis",33526.9865907169,33526.9865907169
"5198","Thomasomys australis","96791089","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_australis",31075.3636132938,31075.3636132938
"5199","Thomasomys baeops","21770","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_baeops",86495.2146675984,86495.2146675984
"5200","Thomasomys bombycinus","21771","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_bombycinus",17506.045279215,17506.045279215
"5201","Thomasomys caudivarius","136413","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_caudivarius",34453.2177199411,34453.2177199411
"5202","Thomasomys cinereiventer","96791166","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_cinereiventer",47776.6481968561,47776.6481968561
"5203","Thomasomys cinereus","21773","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_cinereus",26409.0493335392,26409.0493335392
"5204","Thomasomys cinnameus","136822","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_cinnameus",27426.4529045999,27426.4529045999
"5205","Thomasomys contradictus","96792191","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_contradictus",49364.2684473591,49364.2684473591
"5206","Thomasomys daphne","96790818","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_daphne",109332.46320302,109332.46320302
"5207","Thomasomys dispar","96792239","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_dispar",22203.1743064653,22203.1743064653
"5208","Thomasomys eleusis","21775","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_eleusis",18435.8278601979,18435.8278601979
"5209","Thomasomys emeritus","96799858","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_emeritus",25516.9917741418,25516.9917741418
"5210","Thomasomys erro","136345","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_erro",13995.2964490089,13995.2964490089
"5211","Thomasomys fumeus","96800350","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_fumeus",9249.10494894036,9249.10494894036
"5212","Thomasomys gracilis","21776","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","NT","Thomasomys_gracilis",44507.0102148649,44507.0102148649
"5213","Thomasomys hudsoni","136762","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_hudsoni",12772.0118887829,12770.6385720043
"5214","Thomasomys hylophilus","21777","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_hylophilus",19043.2095196731,19043.2095196731
"5215","Thomasomys incanus","21778","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_incanus",19613.626714809,19613.626714809
"5216","Thomasomys ischyrus","21779","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_ischyrus",43951.9617030138,43951.9617030138
"5217","Thomasomys kalinowskii","21780","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_kalinowskii",41986.5751758319,41986.5751758319
"5218","Thomasomys ladewi","21781","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_ladewi",43263.4096353588,43263.4096353588
"5219","Thomasomys laniger","96799835","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_laniger",56457.1851019377,56457.1851019377
"5220","Thomasomys macrotis","136480","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_macrotis",1375.91829225688,1375.91829225688
"5221","Thomasomys monochromos","21783","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_monochromos",8594.89391204967,8540.51445260769
"5222","Thomasomys nicefori","96801038","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_nicefori",37815.9758030528,37815.9758030528
"5223","Thomasomys niveipes","21784","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_niveipes",26820.0576305124,26820.0576305124
"5224","Thomasomys notatus","21785","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_notatus",186863.241768246,186863.241768246
"5225","Thomasomys onkiro","136575","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_onkiro",1122.16647022635,1122.16647022635
"5226","Thomasomys oreas","21786","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_oreas",213952.045563709,213952.045563709
"5227","Thomasomys paramorum","21787","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_paramorum",29904.4419358956,29904.4419358956
"5228","Thomasomys popayanus","96800866","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_popayanus",31157.0280549388,31157.0280549388
"5229","Thomasomys praetor","136312","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","NT","Thomasomys_praetor",55615.8879119641,55615.8879119641
"5230","Thomasomys princeps","96801288","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","DD","Thomasomys_princeps",17797.181255117,17797.181255117
"5231","Thomasomys pyrrhonotus","21788","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_pyrrhonotus",22414.6242809287,22414.6242809287
"5232","Thomasomys rosalinda","21790","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","EN","Thomasomys_rosalinda",16475.1493885247,16475.1493885247
"5233","Thomasomys silvestris","21791","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_silvestris",18571.4455002072,18571.4455002072
"5234","Thomasomys taczanowskii","21792","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_taczanowskii",151302.467448151,151302.467448151
"5235","Thomasomys ucucha","136487","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","VU","Thomasomys_ucucha",16490.7916021978,16490.7916021978
"5236","Thomasomys vestitus","21793","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_vestitus",6459.2226644781,6459.2226644781
"5237","Thomasomys vulcani","99693990","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","Thomasomys_vulcani",16199.5021595949,16199.5021595949
"5238","Thomomys bottae","21799","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_bottae",1541298.81056277,1538032.79222061
"5239","Thomomys bulbivorus","42594","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_bulbivorus",6146.60237149488,6146.60237149488
"5240","Thomomys clusius","42595","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_clusius",7436.5669011509,7436.5669011509
"5241","Thomomys idahoensis","21809","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_idahoensis",106341.771497678,106341.771497678
"5242","Thomomys mazama","21810","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_mazama",79581.7824761209,79550.8966589263
"5243","Thomomys monticola","42596","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_monticola",52697.4762796558,52697.4762796558
"5244","Thomomys talpoides","42597","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_talpoides",2619971.13874612,2619971.13874612
"5245","Thomomys townsendii","42598","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_townsendii",113157.660921609,113157.660921609
"5246","Thomomys umbrinus","21800","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","GEOMYIDAE","Thomomys","LC","Thomomys_umbrinus",469412.988731754,468092.808078839
"5247","Thoopterus nigrescens","21815","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Thoopterus","LC","Thoopterus_nigrescens",182866.822978598,0
"5248","Thoopterus suhaniahae","84463939","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Thoopterus","LC","Thoopterus_suhaniahae",171103.733321817,0
"5249","Thrichomys apereoides","21839","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Thrichomys","LC","Thrichomys_apereoides",1168838.92973899,1168582.09218907
"5250","Thrichomys inermis","136355","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Thrichomys","LC","Thrichomys_inermis",115402.878340283,115402.878340283
"5251","Thrichomys laurentius","90386381","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Thrichomys","DD","Thrichomys_laurentius",1102579.5642826,1102156.5564259
"5252","Thrichomys pachyurus","136245","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Thrichomys","LC","Thrichomys_pachyurus",166428.894596396,166428.894596396
"5253","Thryonomys gregorianus","21846","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","THRYONOMYIDAE","Thryonomys","LC","Thryonomys_gregorianus",2375922.35101582,2375761.15321187
"5254","Thylamys cinderella","51343307","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","LC","Thylamys_cinderella",200219.596394426,200219.596394426
"5255","Thylamys citellus","199835","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","LC","Thylamys_citellus",101836.971031181,101836.971031181
"5256","Thylamys elegans","40517","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","LC","Thylamys_elegans",142691.222186666,142153.787308099
"5257","Thylamys fenestrae","199836","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","NT","Thylamys_fenestrae",111642.775010223,111398.509008997
"5258","Thylamys karimii","136653","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","VU","Thylamys_karimii",1431448.59218759,1431448.59218759
"5259","Thylamys macrurus","21867","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","NT","Thylamys_macrurus",88390.1773147392,88390.1773147392
"5260","Thylamys pallidior","14888655","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","LC","Thylamys_pallidior",1466121.7670757,1464946.15564018
"5261","Thylamys pulchellus","199834","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","LC","Thylamys_pulchellus",339443.429772104,339443.429772104
"5262","Thylamys pusillus","201936","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","LC","Thylamys_pusillus",264981.174772339,264981.174772339
"5263","Thylamys tatei","136243","ANIMALIA","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE","Thylamys","DD","Thylamys_tatei",7142.41101489209,7142.41101489209
